step,loss,heatmap_loss,heatmap_xy_loss,heatmap_point_nll_loss,heatmap_js_loss
84,0.5330584794282913,0.5025133639574051,0.09271983243525028,4.8592236042022705,0.2568589895963669
85,0.45445118844509125,0.4304793104529381,0.06660731695592403,3.8236471116542816,0.20148243382573128
86,0.48373328149318695,0.45612216740846634,0.07379832305014133,4.3159374594688416,0.23295173048973083
87,0.5006618723273277,0.4720509424805641,0.0832283403724432,4.657329559326172,0.23953594639897346
88,0.5237840488553047,0.49179477244615555,0.08995649591088295,5.140935063362122,0.26848354190588
89,0.490222804248333,0.4628941938281059,0.08166407234966755,4.439678192138672,0.22888943925499916
90,0.5162110924720764,0.48578187823295593,0.08964543603360653,4.835147738456726,0.2559407278895378
91,0.445321649312973,0.42342808097600937,0.06329996883869171,3.778202533721924,0.18115364387631416
92,0.42252063751220703,0.39690983295440674,0.06607537157833576,4.071385979652405,0.21539416164159775
93,0.4633624851703644,0.4336720481514931,0.07446344569325447,5.09106969833374,0.2459937334060669
94,0.46499283611774445,0.43372996151447296,0.09536988660693169,4.876529812812805,0.2638634517788887
95,0.499412938952446,0.46746083348989487,0.09098902903497219,5.0200793743133545,0.2693203464150429
96,0.4295596554875374,0.398777112364769,0.0891387015581131,4.895930528640747,0.25886617973446846
97,0.426012821495533,0.39690863341093063,0.07915853150188923,4.474954843521118,0.24629229307174683
98,0.43419887125492096,0.4034796804189682,0.0895322747528553,4.870996356010437,0.2584819234907627
99,0.40870533138513565,0.3821069225668907,0.07522458024322987,4.26787805557251,0.22330522537231445
100,0.4310649707913399,0.40226277709007263,0.08523285016417503,4.510016918182373,0.24292173981666565
101,0.39369339495897293,0.36888744682073593,0.07090488262474537,4.233395993709564,0.20572549477219582
102,0.3936697989702225,0.36748458445072174,0.08051593974232674,4.16345876455307,0.22021757438778877
103,0.41163189709186554,0.3820502534508705,0.09057475067675114,4.60731965303421,0.2497432492673397
104,0.3812036067247391,0.3543175533413887,0.0752033218741417,4.401108622550964,0.22484947741031647
105,0.4031517282128334,0.37428198754787445,0.07674325443804264,4.699682056903839,0.24170056730508804
106,0.33997634798288345,0.3157748803496361,0.0696360133588314,3.8122398853302,0.2038923054933548
107,0.34788088500499725,0.3272400423884392,0.05953505355864763,3.4766940474510193,0.1716414876282215
108,0.4041346609592438,0.3792083337903023,0.074691878631711,4.33126837015152,0.2059505209326744
109,0.3707391619682312,0.34243832528591156,0.08473564125597477,4.576367378234863,0.2372446097433567
110,0.3337797373533249,0.3074255585670471,0.07394762709736824,4.362372517585754,0.21991800516843796
111,0.3057384341955185,0.28123481571674347,0.06805131584405899,3.9118840098381042,0.2059173434972763
112,0.35586124658584595,0.3290971666574478,0.07358425948768854,4.313115775585175,0.2245096080005169
113,0.29805784672498703,0.2756967060267925,0.0650407550856471,3.6087275743484497,0.18752412870526314
114,0.3597641736268997,0.33170342445373535,0.07951576262712479,4.707276701927185,0.233534824103117
115,0.3213586360216141,0.2918386608362198,0.08488263376057148,4.751446962356567,0.24768521264195442
116,0.3281397968530655,0.30232619494199753,0.07790692336857319,4.051421284675598,0.2176218368113041
117,0.35059794783592224,0.31998470425605774,0.08995788730680943,4.923514366149902,0.2568972744047642
118,0.3631594851613045,0.33648332580924034,0.07631021365523338,4.364879727363586,0.2231128215789795
119,0.32818008959293365,0.29949576407670975,0.08345717564225197,4.6111626625061035,0.2407316043972969
120,0.3700728714466095,0.3400360718369484,0.0902603380382061,4.88548618555069,0.25151311606168747
121,0.3229351341724396,0.29955220222473145,0.06432781834155321,3.8183093667030334,0.1956462226808071
122,0.3464599624276161,0.32029736042022705,0.07734970934689045,4.353643894195557,0.21808964014053345
123,0.30576586723327637,0.28054047003388405,0.0682478304952383,4.298619508743286,0.20926770195364952
124,0.3210349678993225,0.29133404046297073,0.08051281608641148,4.743002533912659,0.24957924336194992
125,0.3432413339614868,0.31779595464468,0.07147146947681904,4.0637553334236145,0.21381615474820137
126,0.34053807705640793,0.3152599409222603,0.07365366537123919,4.292267918586731,0.20985865592956543
127,0.28064827620983124,0.25408025085926056,0.07977648638188839,4.302095055580139,0.22265934199094772
128,0.31182368099689484,0.2874918207526207,0.06751647964119911,4.0677289962768555,0.20264125987887383
129,0.3092164695262909,0.28341928124427795,0.06788657605648041,4.306944489479065,0.21490240469574928
